"","Term","Overlap","P.value","Adjusted.P.value","Old.P.value","Old.Adjusted.P.value","Odds.Ratio","Combined.Score","Genes","cluster","db","Diagnosis"
"396","regulation of T cell apoptotic process (GO:0070232)","1/10",0.0924351181411287,0.31896518138211,0,0,11.4571759259259,27.2823807660605,"LGALS16","All","GO_Biological_Process_2018","HET"
"397","negative regulation of glucose transport (GO:0010829)","1/10",0.0924351181411287,0.31896518138211,0,0,11.4571759259259,27.2823807660605,"ENPP1","All","GO_Biological_Process_2018","HET"
"398","positive regulation of phosphatidylinositol 3-kinase signaling (GO:0014068)","2/53",0.0927602823407156,0.31896518138211,0,0,4.05625705779694,9.64471136353319,"TGFB2;PTPN6","All","GO_Biological_Process_2018","HET"
"399","embryonic organ development (GO:0048568)","2/53",0.0927602823407156,0.31896518138211,0,0,4.05625705779694,9.64471136353319,"ALDH1A3;TGFB2","All","GO_Biological_Process_2018","HET"
"400","positive regulation of immune response (GO:0050778)","2/54",0.0957394036409562,0.323990268096353,0,0,3.97805074506645,9.3330055930803,"PYCARD;TGFB2","All","GO_Biological_Process_2018","HET"
"401","positive regulation of response to stimulus (GO:0048584)","2/54",0.0957394036409562,0.323990268096353,0,0,3.97805074506645,9.3330055930803,"TGFB2;ANKLE1","All","GO_Biological_Process_2018","HET"
"402","cellular protein metabolic process (GO:0044267)","8/484",0.097701549227275,0.323990268096353,0,0,1.7561662502839,4.08455795876606,"SLC34A2;NAT8B;NAT8;DMBT1;HRC;KLK3;B2M;KNG1","All","GO_Biological_Process_2018","HET"
"403","positive regulation of cysteine-type endopeptidase activity (GO:2001056)","2/55",0.0987456689976902,0.323990268096353,0,0,3.90279561394843,9.03578259125024,"PYCARD;TBC1D10A","All","GO_Biological_Process_2018","HET"
"404","negative regulation of morphogenesis of an epithelium (GO:1905331)","1/11",0.101197485556128,0.323990268096353,0,0,10.3109375,23.6190724252943,"NKD1","All","GO_Biological_Process_2018","HET"
"405","atrial septum morphogenesis (GO:0060413)","1/11",0.101197485556128,0.323990268096353,0,0,10.3109375,23.6190724252943,"TGFB2","All","GO_Biological_Process_2018","HET"
"406","negative regulation of leukocyte activation (GO:0002695)","1/11",0.101197485556128,0.323990268096353,0,0,10.3109375,23.6190724252943,"CD300LF","All","GO_Biological_Process_2018","HET"
"407","positive regulation of heterotypic cell-cell adhesion (GO:0034116)","1/11",0.101197485556128,0.323990268096353,0,0,10.3109375,23.6190724252943,"THY1","All","GO_Biological_Process_2018","HET"
"408","nitric oxide biosynthetic process (GO:0006809)","1/11",0.101197485556128,0.323990268096353,0,0,10.3109375,23.6190724252943,"NOS3","All","GO_Biological_Process_2018","HET"
"409","positive regulation of cell cycle phase transition (GO:1901989)","1/11",0.101197485556128,0.323990268096353,0,0,10.3109375,23.6190724252943,"FAM83D","All","GO_Biological_Process_2018","HET"
"410","negative regulation of blood vessel diameter (GO:0097756)","1/11",0.101197485556128,0.323990268096353,0,0,10.3109375,23.6190724252943,"EDNRA","All","GO_Biological_Process_2018","HET"
"411","regulation of feeding behavior (GO:0060259)","1/11",0.101197485556128,0.323990268096353,0,0,10.3109375,23.6190724252943,"LEPR","All","GO_Biological_Process_2018","HET"
"412","arginine metabolic process (GO:0006525)","1/11",0.101197485556128,0.323990268096353,0,0,10.3109375,23.6190724252943,"NOS3","All","GO_Biological_Process_2018","HET"
"413","embryonic eye morphogenesis (GO:0048048)","1/11",0.101197485556128,0.323990268096353,0,0,10.3109375,23.6190724252943,"ALDH1A3","All","GO_Biological_Process_2018","HET"
"414","retinal metabolic process (GO:0042574)","1/11",0.101197485556128,0.323990268096353,0,0,10.3109375,23.6190724252943,"ALDH1A3","All","GO_Biological_Process_2018","HET"
"415","brain morphogenesis (GO:0048854)","1/11",0.101197485556128,0.323990268096353,0,0,10.3109375,23.6190724252943,"BBS2","All","GO_Biological_Process_2018","HET"
"416","biotin metabolic process (GO:0006768)","1/11",0.101197485556128,0.323990268096353,0,0,10.3109375,23.6190724252943,"PDZD11","All","GO_Biological_Process_2018","HET"
"417","regulation of ventricular cardiac muscle cell action potential (GO:0098911)","1/11",0.101197485556128,0.323990268096353,0,0,10.3109375,23.6190724252943,"DSG2","All","GO_Biological_Process_2018","HET"
"418","positive regulation of transcription from RNA polymerase II promoter in response to endoplasmic reticulum stress (GO:1990440)","1/11",0.101197485556128,0.323990268096353,0,0,10.3109375,23.6190724252943,"DDIT3","All","GO_Biological_Process_2018","HET"
"419","myeloid cell activation involved in immune response (GO:0002275)","1/11",0.101197485556128,0.323990268096353,0,0,10.3109375,23.6190724252943,"PYCARD","All","GO_Biological_Process_2018","HET"
"420","response to thyroid hormone (GO:0097066)","1/11",0.101197485556128,0.323990268096353,0,0,10.3109375,23.6190724252943,"CTSS","All","GO_Biological_Process_2018","HET"
"421","organic cyclic compound catabolic process (GO:1901361)","1/11",0.101197485556128,0.323990268096353,0,0,10.3109375,23.6190724252943,"AOC1","All","GO_Biological_Process_2018","HET"
"422","carbohydrate derivative catabolic process (GO:1901136)","1/11",0.101197485556128,0.323990268096353,0,0,10.3109375,23.6190724252943,"ADAMTS9","All","GO_Biological_Process_2018","HET"
"423","glutathione biosynthetic process (GO:0006750)","1/11",0.101197485556128,0.323990268096353,0,0,10.3109375,23.6190724252943,"CHAC1","All","GO_Biological_Process_2018","HET"
"424","renal filtration (GO:0097205)","1/11",0.101197485556128,0.323990268096353,0,0,10.3109375,23.6190724252943,"JCHAIN","All","GO_Biological_Process_2018","HET"
"425","positive regulation of glycoprotein biosynthetic process (GO:0010560)","1/11",0.101197485556128,0.323990268096353,0,0,10.3109375,23.6190724252943,"SLC51B","All","GO_Biological_Process_2018","HET"
"426","regulation of chromatin binding (GO:0035561)","1/11",0.101197485556128,0.323990268096353,0,0,10.3109375,23.6190724252943,"PARP9","All","GO_Biological_Process_2018","HET"
"427","negative regulation of receptor binding (GO:1900121)","1/11",0.101197485556128,0.323990268096353,0,0,10.3109375,23.6190724252943,"B2M","All","GO_Biological_Process_2018","HET"
"428","icosanoid biosynthetic process (GO:0046456)","1/11",0.101197485556128,0.323990268096353,0,0,10.3109375,23.6190724252943,"HPGD","All","GO_Biological_Process_2018","HET"
"429","DNA-dependent DNA replication (GO:0006261)","2/56",0.101778283928228,0.323990268096353,0,0,3.83032770990886,8.75213992964283,"GINS4;MCM2","All","GO_Biological_Process_2018","HET"
"430","regulation of BMP signaling pathway (GO:0030510)","2/56",0.101778283928228,0.323990268096353,0,0,3.83032770990886,8.75213992964283,"LEMD2;ENG","All","GO_Biological_Process_2018","HET"
"431","positive regulation of protein transport (GO:0051222)","2/56",0.101778283928228,0.323990268096353,0,0,3.83032770990886,8.75213992964283,"TGFB2;EZR","All","GO_Biological_Process_2018","HET"
"432","sodium ion transport (GO:0006814)","2/58",0.107919447564816,0.325592753282288,0,0,3.69315632011967,8.22233312345579,"SLC13A1;SCN7A","All","GO_Biological_Process_2018","HET"
"433","pulmonary valve morphogenesis (GO:0003184)","1/12",0.109875688607653,0.325592753282288,0,0,9.37310606060606,20.6996204367031,"TGFB2","All","GO_Biological_Process_2018","HET"
"434","positive regulation of lyase activity (GO:0051349)","1/12",0.109875688607653,0.325592753282288,0,0,9.37310606060606,20.6996204367031,"NOS3","All","GO_Biological_Process_2018","HET"
"435","regulation of double-strand break repair via nonhomologous end joining (GO:2001032)","1/12",0.109875688607653,0.325592753282288,0,0,9.37310606060606,20.6996204367031,"PARP9","All","GO_Biological_Process_2018","HET"
"436","cardiac right ventricle morphogenesis (GO:0003215)","1/12",0.109875688607653,0.325592753282288,0,0,9.37310606060606,20.6996204367031,"TGFB2","All","GO_Biological_Process_2018","HET"
"437","vasoconstriction (GO:0042310)","1/12",0.109875688607653,0.325592753282288,0,0,9.37310606060606,20.6996204367031,"EDNRA","All","GO_Biological_Process_2018","HET"
"438","activation of cysteine-type endopeptidase activity (GO:0097202)","1/12",0.109875688607653,0.325592753282288,0,0,9.37310606060606,20.6996204367031,"TBC1D10A","All","GO_Biological_Process_2018","HET"
"439","regulation of protein glycosylation (GO:0060049)","1/12",0.109875688607653,0.325592753282288,0,0,9.37310606060606,20.6996204367031,"SLC51B","All","GO_Biological_Process_2018","HET"
"440","regulation of IRE1-mediated unfolded protein response (GO:1903894)","1/12",0.109875688607653,0.325592753282288,0,0,9.37310606060606,20.6996204367031,"AGR2","All","GO_Biological_Process_2018","HET"
"441","positive regulation of peptidase activity (GO:0010952)","1/12",0.109875688607653,0.325592753282288,0,0,9.37310606060606,20.6996204367031,"PSME2","All","GO_Biological_Process_2018","HET"
"442","cellular modified amino acid catabolic process (GO:0042219)","1/12",0.109875688607653,0.325592753282288,0,0,9.37310606060606,20.6996204367031,"CHAC1","All","GO_Biological_Process_2018","HET"
"443","protein insertion into membrane (GO:0051205)","1/12",0.109875688607653,0.325592753282288,0,0,9.37310606060606,20.6996204367031,"GRIN3B","All","GO_Biological_Process_2018","HET"
"444","histone arginine methylation (GO:0034969)","1/12",0.109875688607653,0.325592753282288,0,0,9.37310606060606,20.6996204367031,"NR1H4","All","GO_Biological_Process_2018","HET"
"445","positive regulation of endoplasmic reticulum unfolded protein response (GO:1900103)","1/12",0.109875688607653,0.325592753282288,0,0,9.37310606060606,20.6996204367031,"AGR2","All","GO_Biological_Process_2018","HET"
"446","regulation of blood vessel size (GO:0050880)","1/12",0.109875688607653,0.325592753282288,0,0,9.37310606060606,20.6996204367031,"NOS3","All","GO_Biological_Process_2018","HET"
"447","peptidyl-methionine modification (GO:0018206)","1/12",0.109875688607653,0.325592753282288,0,0,9.37310606060606,20.6996204367031,"PDF","All","GO_Biological_Process_2018","HET"
"448","nonribosomal peptide biosynthetic process (GO:0019184)","1/12",0.109875688607653,0.325592753282288,0,0,9.37310606060606,20.6996204367031,"CHAC1","All","GO_Biological_Process_2018","HET"
"449","skeletal muscle cell differentiation (GO:0035914)","1/12",0.109875688607653,0.325592753282288,0,0,9.37310606060606,20.6996204367031,"LEMD2","All","GO_Biological_Process_2018","HET"
"450","PERK-mediated unfolded protein response (GO:0036499)","1/12",0.109875688607653,0.325592753282288,0,0,9.37310606060606,20.6996204367031,"DDIT3","All","GO_Biological_Process_2018","HET"
"451","positive regulation of cyclase activity (GO:0031281)","1/12",0.109875688607653,0.325592753282288,0,0,9.37310606060606,20.6996204367031,"NOS3","All","GO_Biological_Process_2018","HET"
"452","cellular response to fatty acid (GO:0071398)","1/12",0.109875688607653,0.325592753282288,0,0,9.37310606060606,20.6996204367031,"NR1H4","All","GO_Biological_Process_2018","HET"
"453","prostanoid metabolic process (GO:0006692)","1/12",0.109875688607653,0.325592753282288,0,0,9.37310606060606,20.6996204367031,"HPGD","All","GO_Biological_Process_2018","HET"
"454","regulation of bone remodeling (GO:0046850)","1/12",0.109875688607653,0.325592753282288,0,0,9.37310606060606,20.6996204367031,"LEPR","All","GO_Biological_Process_2018","HET"
"455","positive regulation of stem cell differentiation (GO:2000738)","1/12",0.109875688607653,0.325592753282288,0,0,9.37310606060606,20.6996204367031,"TGFB2","All","GO_Biological_Process_2018","HET"
"456","positive regulation of cardiocyte differentiation (GO:1905209)","1/12",0.109875688607653,0.325592753282288,0,0,9.37310606060606,20.6996204367031,"TGFB2","All","GO_Biological_Process_2018","HET"
"457","regulation of cell communication by electrical coupling (GO:0010649)","1/12",0.109875688607653,0.325592753282288,0,0,9.37310606060606,20.6996204367031,"HRC","All","GO_Biological_Process_2018","HET"
"458","positive regulation of mRNA metabolic process (GO:1903313)","1/12",0.109875688607653,0.325592753282288,0,0,9.37310606060606,20.6996204367031,"ZC3HAV1","All","GO_Biological_Process_2018","HET"
"459","eye photoreceptor cell development (GO:0042462)","1/12",0.109875688607653,0.325592753282288,0,0,9.37310606060606,20.6996204367031,"THY1","All","GO_Biological_Process_2018","HET"
"460","nitric oxide metabolic process (GO:0046209)","1/12",0.109875688607653,0.325592753282288,0,0,9.37310606060606,20.6996204367031,"NOS3","All","GO_Biological_Process_2018","HET"
"461","positive regulation of T cell cytokine production (GO:0002726)","1/12",0.109875688607653,0.325592753282288,0,0,9.37310606060606,20.6996204367031,"B2M","All","GO_Biological_Process_2018","HET"
"462","regulation of catabolic process (GO:0009894)","1/12",0.109875688607653,0.325592753282288,0,0,9.37310606060606,20.6996204367031,"FAM83D","All","GO_Biological_Process_2018","HET"
"463","eye photoreceptor cell differentiation (GO:0001754)","1/12",0.109875688607653,0.325592753282288,0,0,9.37310606060606,20.6996204367031,"NKD1","All","GO_Biological_Process_2018","HET"
"464","DNA replication (GO:0006260)","3/120",0.110130034253146,0.325643118524387,0,0,2.65721997300945,5.86207566211356,"ING5;GRWD1;MCM2","All","GO_Biological_Process_2018","HET"
"465","regulation of intracellular signal transduction (GO:1902531)","7/422",0.115097735031386,0.332395846898033,0,0,1.75856976292266,3.8019814745569,"PYCARD;ING5;GDF11;TGFB2;ANKRD54;FAM83D;ARHGAP6","All","GO_Biological_Process_2018","HET"
"466","cellular calcium ion homeostasis (GO:0006874)","3/123",0.116296711313947,0.332395846898033,0,0,2.59039473684211,5.57352050837383,"CCL23;HRC;CCL15","All","GO_Biological_Process_2018","HET"
"467","regulation of cellular ketone metabolic process (GO:0010565)","2/61",0.117309671269172,0.332395846898033,0,0,3.50483627651078,7.5106471130704,"NR1H4;PSME2","All","GO_Biological_Process_2018","HET"
"468","regulation of tumor necrosis factor production (GO:0032680)","2/61",0.117309671269172,0.332395846898033,0,0,3.50483627651078,7.5106471130704,"PYCARD;HLA-E","All","GO_Biological_Process_2018","HET"
"469","modulation by virus of host process (GO:0019054)","1/13",0.118470531438147,0.332395846898033,0,0,8.59157986111111,18.3266219282177,"KPNA7","All","GO_Biological_Process_2018","HET"
"470","DNA strand elongation (GO:0022616)","1/13",0.118470531438147,0.332395846898033,0,0,8.59157986111111,18.3266219282177,"GINS4","All","GO_Biological_Process_2018","HET"
"471","response to iron ion (GO:0010039)","1/13",0.118470531438147,0.332395846898033,0,0,8.59157986111111,18.3266219282177,"B2M","All","GO_Biological_Process_2018","HET"
"472","negative regulation of hemostasis (GO:1900047)","1/13",0.118470531438147,0.332395846898033,0,0,8.59157986111111,18.3266219282177,"KNG1","All","GO_Biological_Process_2018","HET"
"473","embryonic appendage morphogenesis (GO:0035113)","1/13",0.118470531438147,0.332395846898033,0,0,8.59157986111111,18.3266219282177,"TGFB2","All","GO_Biological_Process_2018","HET"
"474","muscle cell development (GO:0055001)","1/13",0.118470531438147,0.332395846898033,0,0,8.59157986111111,18.3266219282177,"ENG","All","GO_Biological_Process_2018","HET"
"475","nucleotide metabolic process (GO:0009117)","1/13",0.118470531438147,0.332395846898033,0,0,8.59157986111111,18.3266219282177,"FHIT","All","GO_Biological_Process_2018","HET"
"476","regulation of T cell cytokine production (GO:0002724)","1/13",0.118470531438147,0.332395846898033,0,0,8.59157986111111,18.3266219282177,"B2M","All","GO_Biological_Process_2018","HET"
"477","regulation of DNA-templated transcription in response to stress (GO:0043620)","1/13",0.118470531438147,0.332395846898033,0,0,8.59157986111111,18.3266219282177,"DDIT3","All","GO_Biological_Process_2018","HET"
"478","regulation of biomineral tissue development (GO:0070167)","1/13",0.118470531438147,0.332395846898033,0,0,8.59157986111111,18.3266219282177,"ENPP1","All","GO_Biological_Process_2018","HET"
"479","negative regulation of blood pressure (GO:0045776)","1/13",0.118470531438147,0.332395846898033,0,0,8.59157986111111,18.3266219282177,"NOS3","All","GO_Biological_Process_2018","HET"
"480","positive regulation of T cell mediated cytotoxicity (GO:0001916)","1/13",0.118470531438147,0.332395846898033,0,0,8.59157986111111,18.3266219282177,"HLA-E","All","GO_Biological_Process_2018","HET"
"481","positive regulation of alpha-beta T cell proliferation (GO:0046641)","1/13",0.118470531438147,0.332395846898033,0,0,8.59157986111111,18.3266219282177,"HLA-E","All","GO_Biological_Process_2018","HET"
"482","atrial septum development (GO:0003283)","1/13",0.118470531438147,0.332395846898033,0,0,8.59157986111111,18.3266219282177,"TGFB2","All","GO_Biological_Process_2018","HET"
"483","pathway-restricted SMAD protein phosphorylation (GO:0060389)","1/13",0.118470531438147,0.332395846898033,0,0,8.59157986111111,18.3266219282177,"TGFB2","All","GO_Biological_Process_2018","HET"
"484","cardiocyte differentiation (GO:0035051)","1/13",0.118470531438147,0.332395846898033,0,0,8.59157986111111,18.3266219282177,"TGFB2","All","GO_Biological_Process_2018","HET"
"485","cardiolipin metabolic process (GO:0032048)","1/13",0.118470531438147,0.332395846898033,0,0,8.59157986111111,18.3266219282177,"TAMM41","All","GO_Biological_Process_2018","HET"
"486","phosphate ion transport (GO:0006817)","1/13",0.118470531438147,0.332395846898033,0,0,8.59157986111111,18.3266219282177,"SLC34A2","All","GO_Biological_Process_2018","HET"
"487","response to fatty acid (GO:0070542)","1/13",0.118470531438147,0.332395846898033,0,0,8.59157986111111,18.3266219282177,"NR1H4","All","GO_Biological_Process_2018","HET"
"488","positive regulation of smoothened signaling pathway (GO:0045880)","1/13",0.118470531438147,0.332395846898033,0,0,8.59157986111111,18.3266219282177,"KIF7","All","GO_Biological_Process_2018","HET"
"489","establishment of chromosome localization (GO:0051303)","1/13",0.118470531438147,0.332395846898033,0,0,8.59157986111111,18.3266219282177,"FAM83D","All","GO_Biological_Process_2018","HET"
"490","negative regulation of peptidase activity (GO:0010466)","2/62",0.120484396373663,0.33666922978547,0,0,3.44624781849913,7.29307033872045,"SERPINB1;KNG1","All","GO_Biological_Process_2018","HET"
"491","cellular protein catabolic process (GO:0044257)","2/62",0.120484396373663,0.33666922978547,0,0,3.44624781849913,7.29307033872045,"CTSZ;CTSS","All","GO_Biological_Process_2018","HET"
"492","vesicle coating (GO:0006901)","2/63",0.1236802547694,0.340893703093821,0,0,3.38958029353704,7.08441139020688,"TRAPPC2L;CTSZ","All","GO_Biological_Process_2018","HET"
"493","COPII vesicle coating (GO:0048208)","2/63",0.1236802547694,0.340893703093821,0,0,3.38958029353704,7.08441139020688,"TRAPPC2L;CTSZ","All","GO_Biological_Process_2018","HET"
"494","carbohydrate homeostasis (GO:0033500)","2/63",0.1236802547694,0.340893703093821,0,0,3.38958029353704,7.08441139020688,"HNF4A;LEPR","All","GO_Biological_Process_2018","HET"
"495","vesicle targeting, rough ER to cis-Golgi (GO:0048207)","2/63",0.1236802547694,0.340893703093821,0,0,3.38958029353704,7.08441139020688,"TRAPPC2L;CTSZ","All","GO_Biological_Process_2018","HET"
"496","regulation of proteolysis (GO:0030162)","2/63",0.1236802547694,0.340893703093821,0,0,3.38958029353704,7.08441139020688,"TBC1D10A;KNG1","All","GO_Biological_Process_2018","HET"
"497","negative regulation of response to stimulus (GO:0048585)","3/127",0.124715487986673,0.340893703093821,0,0,2.50632427843803,5.21746595845355,"TGFB2;SRMS;THY1","All","GO_Biological_Process_2018","HET"
"498","protein lipidation (GO:0006497)","3/127",0.124715487986673,0.340893703093821,0,0,2.50632427843803,5.21746595845355,"XPNPEP2;THY1;LYPD8","All","GO_Biological_Process_2018","HET"
"499","branching involved in blood vessel morphogenesis (GO:0001569)","1/14",0.126982810581845,0.340893703093821,0,0,7.93028846153846,16.3657644619682,"ENG","All","GO_Biological_Process_2018","HET"
"500","positive regulation of cell adhesion mediated by integrin (GO:0033630)","1/14",0.126982810581845,0.340893703093821,0,0,7.93028846153846,16.3657644619682,"TGFB2","All","GO_Biological_Process_2018","HET"
"501","myeloid dendritic cell activation (GO:0001773)","1/14",0.126982810581845,0.340893703093821,0,0,7.93028846153846,16.3657644619682,"PYCARD","All","GO_Biological_Process_2018","HET"
"502","stem cell development (GO:0048864)","1/14",0.126982810581845,0.340893703093821,0,0,7.93028846153846,16.3657644619682,"TCOF1","All","GO_Biological_Process_2018","HET"
"503","gliogenesis (GO:0042063)","1/14",0.126982810581845,0.340893703093821,0,0,7.93028846153846,16.3657644619682,"TGFB2","All","GO_Biological_Process_2018","HET"
"504","positive regulation of heart rate (GO:0010460)","1/14",0.126982810581845,0.340893703093821,0,0,7.93028846153846,16.3657644619682,"HRC","All","GO_Biological_Process_2018","HET"
"505","negative regulation of focal adhesion assembly (GO:0051895)","1/14",0.126982810581845,0.340893703093821,0,0,7.93028846153846,16.3657644619682,"ARHGAP6","All","GO_Biological_Process_2018","HET"
"506","regulation of mRNA catabolic process (GO:0061013)","1/14",0.126982810581845,0.340893703093821,0,0,7.93028846153846,16.3657644619682,"ZC3HAV1","All","GO_Biological_Process_2018","HET"
"507","regulation of response to interferon-gamma (GO:0060330)","1/14",0.126982810581845,0.340893703093821,0,0,7.93028846153846,16.3657644619682,"PARP9","All","GO_Biological_Process_2018","HET"
"508","regulation of adaptive immune response (GO:0002819)","1/14",0.126982810581845,0.340893703093821,0,0,7.93028846153846,16.3657644619682,"PYCARD","All","GO_Biological_Process_2018","HET"
"509","positive regulation of interleukin-8 secretion (GO:2000484)","1/14",0.126982810581845,0.340893703093821,0,0,7.93028846153846,16.3657644619682,"PYCARD","All","GO_Biological_Process_2018","HET"
"510","smooth muscle contraction (GO:0006939)","1/14",0.126982810581845,0.340893703093821,0,0,7.93028846153846,16.3657644619682,"EDNRA","All","GO_Biological_Process_2018","HET"
"511","positive regulation of blood vessel diameter (GO:0097755)","1/14",0.126982810581845,0.340893703093821,0,0,7.93028846153846,16.3657644619682,"NOS3","All","GO_Biological_Process_2018","HET"
"512","positive regulation of gene expression (GO:0010628)","11/771",0.127364442230249,0.340893703093821,0,0,1.51472672064777,3.12140140994046,"ING5;NAT8B;NAT8;ELF3;CITED2;DDIT3;HNF4A;RFXAP;AGR2;EZR;PARP9","All","GO_Biological_Process_2018","HET"
"513","positive regulation of macromolecule metabolic process (GO:0010604)","5/276",0.12937150750188,0.340893703093821,0,0,1.91724895972364,3.92090279013556,"NAT8B;NAT8;CITED2;AGR2;EZR","All","GO_Biological_Process_2018","HET"
"514","negative regulation of blood vessel morphogenesis (GO:2000181)","2/65",0.130132591541248,0.340893703093821,0,0,3.2816421507521,6.69192931200174,"TGFB2;KLK3","All","GO_Biological_Process_2018","HET"
"515","regulation of cell growth (GO:0001558)","4/201",0.130303427203274,0.340893703093821,0,0,2.10673327424596,4.29328960370322,"TGFB2;HNF4A;ENPP1;TP53TG5","All","GO_Biological_Process_2018","HET"
"516","protein localization to plasma membrane (GO:0072659)","3/130",0.131170494961151,0.340893703093821,0,0,2.44674678823042,4.96997230843751,"BBS2;F11R;EZR","All","GO_Biological_Process_2018","HET"
"517","intracellular steroid hormone receptor signaling pathway (GO:0030518)","2/66",0.133387708267776,0.340893703093821,0,0,3.23020287958115,6.50722849204432,"DEFA3;DEFA1","All","GO_Biological_Process_2018","HET"
"518","purine ribonucleotide metabolic process (GO:0009150)","2/66",0.133387708267776,0.340893703093821,0,0,3.23020287958115,6.50722849204432,"GNAI3;ENPP1","All","GO_Biological_Process_2018","HET"
"519","regulation of MAPK cascade (GO:0043408)","4/203",0.133700267361426,0.340893703093821,0,0,2.08534737177953,4.19604171371039,"GDF11;TGFB2;PTPN6;FAM83D","All","GO_Biological_Process_2018","HET"
"520","atrioventricular valve morphogenesis (GO:0003181)","1/15",0.13541331500447,0.340893703093821,0,0,7.36346726190476,14.7226901111873,"TGFB2","All","GO_Biological_Process_2018","HET"
"521","neural crest cell differentiation (GO:0014033)","1/15",0.13541331500447,0.340893703093821,0,0,7.36346726190476,14.7226901111873,"TCOF1","All","GO_Biological_Process_2018","HET"
"522","mesenchymal cell development (GO:0014031)","1/15",0.13541331500447,0.340893703093821,0,0,7.36346726190476,14.7226901111873,"TCOF1","All","GO_Biological_Process_2018","HET"
"523","retinoic acid metabolic process (GO:0042573)","1/15",0.13541331500447,0.340893703093821,0,0,7.36346726190476,14.7226901111873,"ALDH1A3","All","GO_Biological_Process_2018","HET"
"524","vitamin D metabolic process (GO:0042359)","1/15",0.13541331500447,0.340893703093821,0,0,7.36346726190476,14.7226901111873,"CUBN","All","GO_Biological_Process_2018","HET"
"525","heparan sulfate proteoglycan biosynthetic process (GO:0015012)","1/15",0.13541331500447,0.340893703093821,0,0,7.36346726190476,14.7226901111873,"XYLT2","All","GO_Biological_Process_2018","HET"
"526","digestive tract morphogenesis (GO:0048546)","1/15",0.13541331500447,0.340893703093821,0,0,7.36346726190476,14.7226901111873,"AGR2","All","GO_Biological_Process_2018","HET"
"527","phosphatidylethanolamine biosynthetic process (GO:0006646)","1/15",0.13541331500447,0.340893703093821,0,0,7.36346726190476,14.7226901111873,"PHOSPHO1","All","GO_Biological_Process_2018","HET"
"528","positive regulation of response to wounding (GO:1903036)","1/15",0.13541331500447,0.340893703093821,0,0,7.36346726190476,14.7226901111873,"HBEGF","All","GO_Biological_Process_2018","HET"
"529","negative regulation of adherens junction organization (GO:1903392)","1/15",0.13541331500447,0.340893703093821,0,0,7.36346726190476,14.7226901111873,"ARHGAP6","All","GO_Biological_Process_2018","HET"
"530","negative regulation of platelet activation (GO:0010544)","1/15",0.13541331500447,0.340893703093821,0,0,7.36346726190476,14.7226901111873,"NOS3","All","GO_Biological_Process_2018","HET"
"531","negative regulation of cytokine production involved in immune response (GO:0002719)","1/15",0.13541331500447,0.340893703093821,0,0,7.36346726190476,14.7226901111873,"TGFB2","All","GO_Biological_Process_2018","HET"
"532","positive regulation of interleukin-4 production (GO:0032753)","1/15",0.13541331500447,0.340893703093821,0,0,7.36346726190476,14.7226901111873,"HLA-E","All","GO_Biological_Process_2018","HET"
"533","filopodium assembly (GO:0046847)","1/15",0.13541331500447,0.340893703093821,0,0,7.36346726190476,14.7226901111873,"EZR","All","GO_Biological_Process_2018","HET"
"534","L-alpha-amino acid transmembrane transport (GO:1902475)","1/15",0.13541331500447,0.340893703093821,0,0,7.36346726190476,14.7226901111873,"SLC1A6","All","GO_Biological_Process_2018","HET"
"535","positive regulation of stress-activated protein kinase signaling cascade (GO:0070304)","1/15",0.13541331500447,0.340893703093821,0,0,7.36346726190476,14.7226901111873,"TGFB2","All","GO_Biological_Process_2018","HET"
"536","positive regulation of cytokine production involved in immune response (GO:0002720)","1/15",0.13541331500447,0.340893703093821,0,0,7.36346726190476,14.7226901111873,"B2M","All","GO_Biological_Process_2018","HET"
"537","regulation of interleukin-4 production (GO:0032673)","1/15",0.13541331500447,0.340893703093821,0,0,7.36346726190476,14.7226901111873,"HLA-E","All","GO_Biological_Process_2018","HET"
"538","positive regulation of double-strand break repair (GO:2000781)","1/15",0.13541331500447,0.340893703093821,0,0,7.36346726190476,14.7226901111873,"PARP9","All","GO_Biological_Process_2018","HET"
"539","regulation of tumor necrosis factor secretion (GO:1904467)","1/15",0.13541331500447,0.340893703093821,0,0,7.36346726190476,14.7226901111873,"NR1H4","All","GO_Biological_Process_2018","HET"
"540","negative regulation of coagulation (GO:0050819)","1/15",0.13541331500447,0.340893703093821,0,0,7.36346726190476,14.7226901111873,"KNG1","All","GO_Biological_Process_2018","HET"
"541","toll-like receptor 4 signaling pathway (GO:0034142)","1/15",0.13541331500447,0.340893703093821,0,0,7.36346726190476,14.7226901111873,"NR1H4","All","GO_Biological_Process_2018","HET"
"542","regulation of T cell mediated cytotoxicity (GO:0001914)","1/15",0.13541331500447,0.340893703093821,0,0,7.36346726190476,14.7226901111873,"HLA-E","All","GO_Biological_Process_2018","HET"
"543","negative regulation of interleukin-2 production (GO:0032703)","1/15",0.13541331500447,0.340893703093821,0,0,7.36346726190476,14.7226901111873,"EZR","All","GO_Biological_Process_2018","HET"
"544","sulfate transport (GO:0008272)","1/15",0.13541331500447,0.340893703093821,0,0,7.36346726190476,14.7226901111873,"SLC13A1","All","GO_Biological_Process_2018","HET"
"545","nitric oxide mediated signal transduction (GO:0007263)","1/15",0.13541331500447,0.340893703093821,0,0,7.36346726190476,14.7226901111873,"NOS3","All","GO_Biological_Process_2018","HET"
